userId,movieId,rating,predicted,rating_binary_k_1,rating_q_k_1,rating_binary_k_2,rating_q_k_2,rating_binary_k_3,rating_q_k_3,rating_binary_k_4,rating_q_k_4,rating_binary_k_5,rating_q_k_5,rating_binary_k_6,rating_q_k_6,rating_binary_k_7,rating_q_k_7,rating_binary_k_8,rating_q_k_8,rating_binary_k_9,rating_q_k_9,rating_binary_k_10,rating_q_k_10
428,253,4.5,2.6470856634994115,3.5,3.0,2.0,3.0,3.5,2.0,2.0,2.5,2.5,3.5,3.0,2.0,2.5,1.5,1.0,2.5,2.0,2.5,3.0,1.0
434,356,4.5,3.5802578520366213,4.0,4.0,3.0,4.5,3.0,4.0,4.0,3.0,4.5,5.0,5.0,3.0,4.0,2.5,3.0,5.0,5.0,,5.0,
464,527,4.5,2.9603785919728987,4.5,4.5,5.0,4.0,4.0,5.0,5.0,3.0,1.5,5.0,4.0,4.0,2.5,,5.0,,4.0,,4.5,
480,589,4.5,2.8990860139774552,2.5,3.5,1.0,3.0,3.0,1.0,4.0,2.5,3.0,5.0,2.0,3.0,4.0,2.5,4.0,4.5,3.0,2.0,3.0,2.5
482,329,4.5,3.338238435318185,1.0,4.0,4.0,1.0,4.0,,4.0,,3.0,,4.0,,,,,,,,,
484,160,4.5,3.439641125497159,5.0,4.0,4.5,4.5,4.0,4.5,4.0,4.5,4.0,4.0,5.0,4.5,4.5,,4.0,,4.5,,3.5,
513,296,4.5,3.5329912971954287,5.0,4.5,4.5,4.0,5.0,,3.5,,4.0,,4.5,,4.0,,4.5,,,,,
525,50,4.5,2.6284965680168333,3.5,3.0,4.0,4.5,4.5,3.5,1.5,3.0,3.5,4.0,4.0,3.5,4.0,4.0,3.5,3.5,4.5,,4.0,
534,165,4.5,3.4798174799187334,4.0,4.0,4.0,3.5,4.5,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.5,4.5,
534,480,4.5,4.293183957653745,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.5,3.5,3.5,3.5,4.0,
534,500,4.5,3.622006726770924,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,4.0,4.0,4.5,4.0,4.0,3.5,3.5,4.0,4.5,3.5,4.0,
550,318,4.5,2.975712188231137,4.0,4.0,4.0,,,,,,,,,,,,,,,,,
557,150,4.5,3.730753936400792,4.5,4.5,4.5,,3.0,,4.0,,3.5,,4.0,,5.0,,,,,,,
600,296,4.5,2.753185821676265,2.5,2.5,3.5,3.0,1.5,3.5,2.0,2.0,3.5,3.0,3.0,3.0,3.0,1.0,3.0,2.5,2.5,2.5,2.0,4.0
19,592,5.0,2.8119668738929167,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0
68,377,5.0,2.3263162062149108,3.5,4.5,3.0,1.0,3.5,4.0,3.0,3.0,2.0,4.0,2.5,1.5,2.5,2.5,3.0,4.5,4.5,3.0,1.5,4.0
84,509,5.0,4.657616874002374,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0
93,329,5.0,4.528406022252524,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,
97,593,5.0,3.565365841478332,4.0,,,,,,,,,,,,,,,,,,,
135,480,5.0,4.134008708234204,4.0,4.0,5.0,3.0,2.0,4.0,3.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,4.0,,4.0,,4.0,
162,16,5.0,4.273096628580096,3.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,,4.0,,5.0,
176,47,5.0,3.559406169113128,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,,5.0,,3.0,,5.0,,4.0,
176,110,5.0,4.844373357990559,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,,5.0,,3.0,,5.0,,5.0,
197,541,5.0,2.2515912748560725,3.0,3.0,5.0,2.0,3.0,,2.0,,3.0,,5.0,,5.0,,4.0,,,,,
234,588,5.0,3.3684221641865584,3.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,1.0,,4.0,,5.0,,4.0,
243,161,5.0,4.506462524988284,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,,4.0,,3.0,
246,17,5.0,4.113305421802769,4.5,4.5,5.0,4.5,4.0,,4.5,,4.0,,5.0,,3.5,,3.0,,5.0,,5.0,
266,555,5.0,2.542614107080996,5.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,2.0
270,62,5.0,3.7671815174062777,2.0,1.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,2.0,5.0,4.0,2.0,3.0,5.0,2.0,2.0,5.0,4.0,
313,541,5.0,2.5108774861284595,4.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,,1.0,,2.0,
373,296,5.0,2.818631288739523,4.0,1.0,3.0,1.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,4.0,1.0,5.0,1.0,5.0,3.0,1.0,4.0,2.0
374,380,5.0,2.083587100260541,5.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,,3.0,,3.0,,4.0,,3.0,,4.0,
380,10,5.0,4.497969815978701,5.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0
382,588,5.0,3.541657357742252,4.5,4.5,5.0,5.0,4.0,4.0,5.0,,3.5,,5.0,,4.5,,4.5,,3.5,,5.0,
395,208,5.0,2.582223088625192,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,,3.0,,3.0,
413,16,5.0,4.456296937234444,5.0,,5.0,,5.0,,5.0,,,,,,,,,,,,,
419,527,5.0,1.3753998247035366,4.0,4.0,3.5,4.0,4.5,3.5,3.0,4.0,4.0,4.0,4.0,,4.0,,5.0,,4.5,,3.0,
437,260,5.0,2.3639709547530825,1.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,2.0
447,44,5.0,4.208853300480514,4.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,,4.0,,4.0,
470,292,5.0,3.626914989447819,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
484,356,5.0,3.9712975875485657,4.5,4.5,4.5,4.5,4.0,4.5,4.5,4.0,4.5,4.5,4.5,4.0,5.0,,4.0,,4.0,,4.5,
498,150,5.0,3.6679501229494793,3.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,,5.0,,3.0,,2.0,
512,110,5.0,4.225679156871821,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,,4.0,,5.0,,4.0,
536,150,5.0,3.185290912060227,5.0,5.0,3.0,5.0,4.0,,2.0,,3.0,,2.0,,3.0,,5.0,,3.0,,3.0,
540,296,5.0,3.93167012205298,4.5,4.5,3.5,3.5,4.5,,,,,,,,,,,,,,,
583,39,5.0,3.048593134332527,4.0,3.0,2.0,,4.0,,4.0,,3.5,,3.0,,,,,,,,,
602,337,5.0,2.613930702610757,3.0,1.0,3.0,4.0,5.0,3.0,1.0,5.0,3.0,2.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0
604,593,5.0,3.3990784572059827,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0
14,19,1.0,2.776735179551649,4.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,,2.0,,5.0,,3.0,
58,19,1.0,3.559456864271815,4.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0
58,344,1.0,2.9088024134270043,4.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0
68,357,1.0,3.1927676404322685,1.0,1.5,3.5,3.0,3.0,3.5,5.0,4.0,2.5,3.5,3.0,2.0,4.5,3.0,4.0,3.5,4.0,3.0,3.5,1.0
68,420,1.0,3.2017481683563336,3.5,4.5,3.5,1.0,4.5,4.0,3.0,3.0,1.0,1.5,3.0,4.0,2.0,4.0,2.5,3.5,2.5,3.0,3.0,4.0
71,17,1.0,2.2653181369659467,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,,2.0,,4.0,,4.0,,3.0,,,
81,367,1.0,3.442621947061502,3.0,3.0,4.0,3.0,1.0,3.0,5.0,1.0,3.0,3.0,2.0,3.0,3.0,,3.0,,4.0,,2.0,
91,374,1.0,3.9344034243920176,3.0,4.0,4.5,2.0,4.5,4.0,3.0,4.0,4.5,4.0,1.5,3.5,2.5,4.5,4.5,4.5,2.0,3.0,4.0,1.5
100,235,1.0,4.003491022775941,4.5,4.5,4.0,4.0,4.5,1.0,4.5,3.5,4.0,4.5,4.5,4.5,4.5,,4.0,,4.0,,3.5,
110,374,1.0,3.8063960873092335,4.5,4.5,4.5,3.5,3.5,4.0,4.0,,4.0,,4.0,,,,,,,,,
181,191,1.0,3.519124489120353,1.0,3.0,5.0,3.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0
191,39,1.0,3.867352023752405,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0
262,48,1.0,2.9979836965450315,5.0,5.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,
297,170,1.0,3.5000429593525464,1.0,5.0,2.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,
307,434,1.0,1.5877523247292775,4.5,1.5,3.5,3.0,3.5,2.0,4.5,3.5,4.0,4.5,4.5,3.0,2.5,2.0,2.0,3.0,4.5,2.0,2.5,3.0
308,223,1.0,2.169617792680865,3.0,4.0,1.0,2.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,
314,327,1.0,2.839750844746924,2.0,4.0,5.0,4.0,3.0,5.0,5.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0
381,586,1.0,3.1665358848206924,3.5,4.5,4.0,2.5,3.5,4.5,3.5,3.0,3.0,3.5,3.5,3.5,3.0,2.0,4.0,3.5,4.0,3.5,3.5,
428,165,1.0,1.8675156262254704,3.0,2.5,2.0,2.0,3.0,2.5,1.0,3.0,1.5,1.5,2.5,2.5,1.0,3.0,2.5,3.0,2.5,2.0,1.0,3.5
431,158,1.0,4.003648391266734,5.0,3.0,2.5,,3.0,,,,,,,,,,,,,,,
446,168,1.0,3.0433566601230795,5.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0
474,122,1.0,3.5410023401619384,4.0,2.5,5.0,4.0,5.0,4.0,3.5,4.0,5.0,3.5,4.0,3.0,4.0,3.5,2.0,5.0,4.0,3.0,4.0,3.5
485,231,1.0,3.672982183966429,5.0,5.0,4.0,4.0,5.0,3.0,3.0,,5.0,,4.0,,4.0,,4.0,,5.0,,4.0,
489,160,1.0,2.6467914864413618,1.5,4.5,4.5,2.0,3.0,3.5,3.0,2.0,4.0,3.0,4.0,2.5,3.5,3.0,0.5,2.5,4.5,2.0,4.0,3.5
494,344,1.0,2.3333420422308406,5.0,5.0,5.0,,5.0,,3.0,,2.0,,,,,,,,,,,
500,471,1.0,3.582667764273744,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,,4.0,,1.0,,4.0,,3.0,
536,357,1.0,3.318538054196873,1.0,5.0,3.0,5.0,2.0,,1.0,,3.0,,3.0,,5.0,,3.0,,5.0,,5.0,
559,374,1.0,4.283439326731158,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0
584,193,1.0,3.473003968149347,4.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0
597,485,1.0,3.779384317600665,5.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0
602,586,1.0,4.16419591016181,3.0,4.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0
603,110,1.0,3.8298711363287534,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
604,19,1.0,2.909599037911491,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
608,519,1.0,2.543385322705601,0.5,0.5,2.0,2.0,3.0,3.5,5.0,2.0,3.0,0.5,2.5,4.0,1.0,3.0,2.5,4.5,2.5,0.5,2.0,3.5
19,19,2.0,2.431162984408457,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0
19,348,2.0,3.0189630384236548,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0
27,158,2.0,4.191923363436255,3.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,,4.0,,4.0,,5.0,,3.0,
41,111,2.0,3.3435938107722434,4.0,3.0,3.5,3.5,2.0,,3.0,,4.0,,5.0,,3.0,,0.5,,2.0,,2.0,
57,587,2.0,4.34039408876076,3.0,3.0,1.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,1.0,5.0,3.0,2.0,5.0,1.0,1.0,2.0,4.0
81,364,2.0,3.0121861105163097,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,,1.0,,3.0,,2.0,
91,158,2.0,2.8804392019231577,4.0,2.0,4.0,4.5,3.5,5.0,4.5,4.5,4.5,1.5,4.0,3.0,2.5,4.0,3.0,3.5,1.5,1.5,3.0,4.0
109,315,2.0,2.4453532567189296,4.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0
117,44,2.0,3.7947939911077335,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0
132,1,2.0,2.995664417727119,4.0,2.5,2.0,4.0,4.5,2.5,2.0,1.5,2.0,3.0,2.0,2.0,3.5,4.0,4.0,3.0,4.0,2.0,3.0,
135,329,2.0,3.8592902760296295,1.0,3.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,,3.0,,5.0,
199,266,2.0,3.886061213450155,4.0,4.0,5.0,4.0,1.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,3.5
274,48,2.0,4.293617703498734,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,4.0,4.0,2.0,4.5,4.0,4.0,4.0,3.5,4.5,4.0,4.5,3.5
292,344,2.0,2.349079065562845,4.0,3.0,4.0,4.0,3.5,4.0,3.0,1.5,4.0,3.5,3.5,2.5,4.0,3.0,5.0,2.0,4.0,3.5,3.5,
297,338,2.0,3.156887197942842,1.0,1.0,5.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,
350,376,2.0,3.045775439230502,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,,3.0,,,,,,,,,
353,160,2.0,2.937939952145393,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,3.0,3.0,1.0,4.0,5.0,3.0,3.0,3.0,4.0
377,19,2.0,3.5630201445872816,4.0,5.0,3.0,4.0,5.0,,,,,,,,,,,,,,,
395,527,2.0,2.477943088924594,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,3.0,,3.0,
414,81,2.0,3.66590563989684,3.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0
414,519,2.0,3.892755930437313,4.0,2.0,2.0,5.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,5.0
414,533,2.0,3.4318099750364315,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0
457,34,2.0,3.829557479803863,5.0,5.0,5.0,,5.0,,4.0,,,,,,,,,,,,,
464,344,2.0,3.4488546650304395,4.5,4.0,5.0,3.0,5.0,5.0,5.0,4.5,1.5,5.0,5.0,4.0,4.0,,5.0,,5.0,,4.5,
474,100,2.0,3.3034197349794385,4.0,3.5,2.5,4.5,3.0,3.5,4.0,4.0,3.5,3.0,5.0,2.0,4.5,4.0,3.5,4.0,1.0,4.0,4.5,4.0
489,70,2.0,4.216955022196911,4.0,3.0,2.5,1.5,0.5,2.5,4.0,2.5,4.0,3.5,1.5,1.5,3.5,3.0,3.5,3.5,2.0,4.5,4.0,2.0
520,327,2.0,3.1873606500414016,4.5,1.0,1.0,,5.0,,3.5,,4.0,,5.0,,3.5,,4.0,,5.0,,4.0,
530,380,2.0,2.105725949049046,4.0,3.0,4.0,4.0,3.0,,3.0,,4.0,,5.0,,4.0,,5.0,,5.0,,3.0,
541,208,2.0,2.85316974155883,3.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0
552,317,2.0,2.9901883389555577,1.5,3.5,3.0,1.5,4.0,3.0,3.0,3.0,4.0,,1.5,,2.5,,4.0,,3.5,,3.5,
561,44,2.0,3.7294436224551184,5.0,5.0,2.5,4.5,4.0,4.0,4.5,2.5,3.0,3.0,4.0,4.5,4.5,3.0,4.0,,2.5,,1.5,
597,145,2.0,4.801093122726054,4.0,2.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,2.0,5.0
599,562,2.0,1.8735244693311544,3.0,3.5,1.5,1.0,2.0,3.5,3.0,3.0,3.0,2.0,3.0,2.5,2.5,2.5,5.0,2.5,3.5,4.0,1.5,3.5
600,377,2.0,2.148260067456011,4.5,2.0,2.5,3.0,1.0,1.0,2.5,3.0,2.0,2.0,2.5,2.5,3.0,4.0,2.5,3.5,2.0,2.0,2.5,3.0
18,374,2.5,4.024317557409844,4.5,4.0,4.5,4.5,2.5,4.5,4.0,3.5,4.0,5.0,4.5,4.5,4.5,2.5,4.0,4.0,5.0,2.5,3.5,4.0
21,586,2.5,3.974166631346687,3.5,2.5,4.5,3.5,5.0,1.0,3.0,5.0,2.5,3.0,3.5,3.0,4.0,,2.5,,3.0,,2.0,
63,480,2.5,3.2320151487049733,3.0,2.5,5.0,5.0,3.0,5.0,3.0,4.0,4.0,1.0,4.0,3.0,5.0,3.0,5.0,,5.0,,2.5,
64,160,2.5,3.307020808831364,5.0,3.0,4.5,4.0,4.5,3.5,5.0,3.5,4.0,3.0,4.0,4.0,2.5,4.5,2.0,4.0,4.0,5.0,4.0,3.5
68,1,2.5,3.7502052416595353,2.0,1.5,5.0,3.5,3.0,4.5,4.5,4.0,3.0,4.0,3.5,1.0,3.0,3.0,4.0,2.0,3.5,3.0,2.0,4.5
68,160,2.5,3.2891653586007297,3.5,3.5,3.0,1.5,3.0,2.0,4.0,4.5,4.5,3.5,3.5,3.5,3.0,4.0,3.5,3.0,2.0,3.5,3.0,4.0
68,317,2.5,2.662217482790424,3.0,3.5,2.0,3.5,3.5,4.5,5.0,3.5,2.5,3.0,3.0,3.0,4.5,4.0,4.0,3.5,3.5,2.0,4.0,1.5
111,34,2.5,3.644583280491805,4.5,4.0,3.5,3.5,4.5,4.5,3.5,3.5,3.0,4.0,4.0,,3.5,,4.0,,2.5,,0.5,
111,480,2.5,4.040918862927937,4.5,4.5,0.5,3.5,3.0,4.0,3.5,4.0,2.5,3.5,2.5,,4.0,,4.0,,4.0,,4.5,
112,329,2.5,2.109257506402611,1.5,5.0,0.5,4.0,3.5,2.5,0.5,5.0,0.5,3.5,1.5,0.5,4.0,2.0,1.5,0.5,0.5,0.5,2.0,4.0
182,377,2.5,2.4047604912189544,5.0,2.5,3.0,3.0,4.0,3.5,3.5,4.5,3.5,4.5,3.0,3.5,2.5,3.5,3.5,4.0,4.5,4.5,4.5,1.5
212,260,2.5,2.0646338742823653,3.5,,3.0,,3.5,,4.5,,3.0,,3.0,,3.5,,4.0,,,,,
264,151,2.5,3.796337087677238,4.0,4.0,3.0,3.0,2.5,4.0,4.5,2.5,3.5,,2.0,,4.0,,3.5,,4.0,,4.0,
298,231,2.5,2.1883149505545925,4.0,3.5,3.5,2.0,4.0,4.0,3.5,3.5,3.0,2.0,3.0,2.5,4.5,4.0,2.5,,4.0,,4.0,
307,10,2.5,3.674236788722992,2.5,2.5,3.5,3.0,4.5,4.0,1.5,2.0,4.0,3.5,4.5,4.5,3.0,2.0,3.0,2.0,4.5,4.5,3.5,2.0
307,594,2.5,2.264465724721026,4.5,3.0,2.5,4.5,1.5,2.0,4.5,4.5,4.0,3.5,4.5,4.0,3.0,3.5,4.5,3.5,3.0,2.5,4.0,4.5
387,348,2.5,2.527963887568408,4.5,2.5,4.0,3.5,3.5,2.5,4.5,1.0,3.5,4.5,2.5,3.5,4.0,2.5,2.5,4.5,4.0,2.5,1.0,2.5
387,500,2.5,3.619296672988808,4.0,1.0,4.0,4.5,3.5,2.5,2.5,3.5,4.5,2.5,3.5,3.5,2.5,4.5,3.5,3.5,4.0,2.5,3.0,2.5
387,588,2.5,2.9889355051146613,4.0,2.5,2.0,2.5,3.5,3.5,3.0,4.5,4.5,3.5,4.5,1.0,4.0,4.5,4.0,2.5,2.5,2.5,2.5,3.5
425,434,2.5,2.098666391568955,3.0,2.5,3.0,3.5,4.5,3.5,3.5,3.5,4.0,3.0,3.5,4.5,3.0,3.0,4.0,3.0,3.5,4.0,3.5,4.5
425,586,2.5,3.794062364381909,3.5,3.0,3.0,4.5,3.5,3.0,3.0,4.0,2.5,3.5,3.0,3.0,3.0,4.5,3.5,3.5,3.0,3.0,3.5,3.5
474,11,2.5,4.450075015130642,5.0,4.0,3.0,3.0,5.0,4.0,4.0,3.5,4.0,4.0,2.5,3.5,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.5
480,168,2.5,3.4383958546528848,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,2.5,5.0,3.5,2.5,3.5,5.0,4.5,4.0,3.5,5.0,3.0
480,380,2.5,2.104674439096841,4.0,4.0,3.0,4.0,4.0,3.0,1.0,3.5,2.5,3.0,5.0,2.0,1.0,3.0,4.0,2.5,4.5,2.5,3.0,4.5
539,374,2.5,3.454079435938583,4.0,,2.0,,3.5,,,,,,,,,,,,,,,
552,161,2.5,3.444835222449252,1.5,3.0,1.5,1.5,3.5,3.0,3.0,3.5,3.0,,2.5,,3.5,,4.0,,3.5,,4.0,
552,497,2.5,2.4759445297289053,3.0,1.5,4.0,3.0,3.0,3.5,4.0,3.0,4.0,,1.5,,2.5,,3.5,,3.5,,4.0,
580,231,2.5,2.425499626901792,4.5,2.5,5.0,4.0,5.0,4.0,3.0,5.0,2.5,3.5,5.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0
583,593,2.5,2.876443050406122,4.0,3.0,4.0,,3.0,,4.0,,3.5,,2.0,,,,,,,,,
593,231,2.5,2.2552477143955656,4.5,4.0,2.0,4.5,4.0,3.0,3.0,4.0,3.5,,4.0,,2.5,,3.5,,3.5,,4.5,
599,376,2.5,3.022130154928301,3.0,1.5,1.5,3.5,2.0,3.0,3.0,2.5,3.0,2.5,3.0,5.0,2.5,2.5,5.0,1.0,3.5,2.5,1.5,2.5
599,553,2.5,2.509980326501986,1.0,3.0,2.0,1.5,3.5,3.0,2.5,3.5,2.5,2.5,2.5,2.5,2.0,3.5,3.0,3.5,2.0,3.0,2.5,1.5
606,382,2.5,3.3028756981885894,3.5,3.5,2.5,4.0,4.5,4.5,3.5,3.5,2.5,3.5,4.5,4.0,3.5,3.0,4.0,2.5,3.5,3.5,2.5,3.0
608,160,2.5,2.145534269383228,4.5,2.5,2.0,4.5,3.0,2.0,4.0,4.5,3.0,3.5,4.5,3.0,4.5,3.0,3.0,2.5,3.5,3.0,2.0,3.0
29,170,3.0,3.3686953110005105,4.5,3.5,3.5,,4.5,,4.0,,,,,,,,,,,,,
31,17,3.0,3.8111280887256247,4.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,,5.0,,2.0,,5.0,,,,,
40,434,3.0,2.4520188038900232,3.0,5.0,3.0,1.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0
54,480,3.0,2.994511649153826,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,,3.0,,4.0,
109,349,3.0,2.0493649819931314,3.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0
109,364,3.0,2.765973232951857,4.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0
117,597,3.0,2.7221050445463386,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0
121,377,3.0,2.452412018592513,5.0,2.0,3.0,5.0,4.0,5.0,4.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0
140,376,3.0,4.171821471436066,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,2.5,3.0,4.0,4.5,3.5,3.0,4.0,4.0
